BSSID,SSID,frequency,latitude,longitude,WEP,WPA Personal,WPA Enterprise,WPA2 Personal,WPA2 Enterprise,WPA3 Personal,WPA3 Enterprise,Open,Wi-Fi Protected Setup,Mobile Hotspot,Fast Transition,Access Point,Ad Hoc,Wi-Fi 6
"fc:51:a4:04:09:71","Paila","2462","38.8934029","-77.039467","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"e6:fe:07:e6:a3:70","XFINITY","5765","38.8934029","-77.039467","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"2e:51:a4:04:09:72","XFINITY","5765","38.8934029","-77.039467","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"e2:db:d1:35:48:e6","","2462","38.8934029","-77.039467","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"ec:a9:40:59:ec:99","Shadow","5785","38.8934029","-77.039467","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"e2:db:d1:35:48:e4","","2462","38.8934029","-77.039467","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"ec:a9:40:59:ec:98","Shadow","2412","38.8934029","-77.039467","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"88:3d:24:8a:81:4c","Clawedzeagle","2462","38.8934029","-77.039467","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"e2:db:d1:35:48:e2","","2462","38.8934029","-77.039467","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"e2:db:d1:30:95:21","","2437","38.8934029","-77.039467","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"f2:a0:0d:1b:bf:f2","XFINITY","5745","38.8934029","-77.039467","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"e0:db:d1:34:48:e1","2WIRE124","2462","38.8934029","-77.039467","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"e0:db:d1:34:48:e2","2WIRE124","5220","38.8934029","-77.039467","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"c8:c7:50:e6:95:32","MOTO47B6","2462","38.8934029","-77.039467","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"c8:c7:50:e6:95:33","MOTO47B6-5G","5785","38.8934029","-77.039467","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"6c:cd:d6:42:d4:44","NETGEAR09-5G","5785","38.8934029","-77.039467","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"1e:51:a4:04:09:72","","5765","38.8934029","-77.039467","false","true","false","true","false","false","false","false","false","false","false","true","false","false"
"1e:51:a4:04:09:71","","2462","38.8934029","-77.039467","false","true","false","true","false","false","false","false","false","false","false","true","false","false"
"f6:fe:07:e6:a3:68","","2412","38.8934029","-77.039467","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"ee:a9:40:59:ec:98","","2412","38.8934029","-77.039467","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"c0:a0:0d:1b:bf:f2","PeakyBlinders","5745","38.8934029","-77.039467","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"c0:c5:22:4c:03:18","BCC5K-2G","2412","38.8934029","-77.039467","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"50:65:f3:e9:2f:ba","DIRECT-B9-HP ENVY 7640 series","2442","38.8934029","-77.039467","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"c0:a0:0d:1b:bf:f1","PeakyBlinders","2437","38.8934029","-77.039467","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"44:a5:6e:33:21:50","NETGEAR52","2412","38.8934029","-77.039467","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
"a0:23:9f:f8:8d:c0","MMD","2437","36.101202","-115.1696164","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"a0:23:9f:ae:7a:64","MGMRI TS","2437","36.101202","-115.1696164","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"00:a7:42:a2:f2:2d","MobilitiePasspoint","5700","36.101202","-115.1696164","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"00:a7:42:a2:f2:2c","MGMResorts-WiFi","5700","36.101202","-115.1696164","false","false","false","false","false","false","false","true","false","false","false","true","false","false"
"00:a7:42:a2:f2:2f","MMD","5700","36.101202","-115.1696164","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"00:a7:42:a2:f2:2e","sca2","5700","36.101202","-115.1696164","false","false","false","false","true","false","false","false","false","false","false","true","false","false"
"00:a7:42:a2:f2:2b","MGMRI TS","5700","36.101202","-115.1696164","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"00:a7:42:a2:45:64","MGMRI TS","2462","36.101202","-115.1696164","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
"70:7d:b9:a5:e3:0b","MGMRI TS","5280","36.101202","-115.1696164","false","false","false","true","false","false","false","false","false","false","false","true","false","false"
